	site	fb	twit	yt_user	yt_url	sc	insta	dm	site_name	id	twit_hyphe	fb_hyphe	pi_hyphe	li_hyphe
244	https://friction-magazine.fr	frictionmagazinefr	frictionmagfr	friction-magazine.fr	https://www.youtube.com/channel/UCz4mZaZ5yaLuITBC6WQbxPA				Friction-Magazine.fr	271	frictionmagfr	frictionmagazinefr		
245	https://frontpopulaire.fr	front-populaire-114128620230242	frontpopoff						Frontpopulaire.fr	272	frontpopoff	front-populaire-114128620230242		
246	https://gazette-ariegeoise.fr	gazette.ariegeoise		gazetteariegeoise	https://www.youtube.com/user/GazetteAriegeoise				Gazette-Ariegeoise.fr	281		gazette.ariegeoise		
247	https://gerardmerinfo.fr	jevoislavieenvosges		gerardmerinfo.fr	https://www.youtube.com/channel/UCtvWBTfXM-JNSZHr-OM72zA/				Gerardmerinfo.fr	289		g%c3%a9rardmerinfofr-283534651677308		
248	https://gijn.org/gijn-en-francais/								Gijn.org /gijn-en-francais	290	gijnfr	gijnfrancais		.../global-investigative-journalism-network
249	https://goldnadel.tv								Goldnadel.tv	293				
250	https://grand-format.net								Grand-Format.net	295		grandformatnormandie		
251	https://groupe-ecomedia.com	groupe.ecomedia	groupeecomedia						Groupe-Ecomedia.com	298	groupeecomedia	groupe.ecomedia		.../groupe-ecomedia
252	https://hebdo-armor.fr	hebdo.armor	hebdoarmor						Hebdo-Armor.fr	314	hebdoarmor	hebdo.armor		
253	https://herria.eus								Herria.eus	318	share			sharearticle ?mini=true&url=https%3a%2f%2fherria.eus%2f3552%2fberriak%2fazalekoa%2f7630-egun_batez_emaile..._bihar_hartzaile%21
254	https://hiphopcorner.fr	your_username	your_username	hiphopcorner.fr	https://www.youtube.com/channel/UClqA0EeuMGa0PRW9qA5xxYw				Hiphopcorner.fr	319	hiphopcorner_fr	hiphopcorner.fr		
255	https://hitek.fr	hitekfr	hitekfr						Hitek.fr	323	hitekfr	hitekfr		
256	https://iaata.info								Iaata.info	334				
257	https://impact-s.fr	mediaimpacts	impacts_media	impact-s.fr	https://www.youtube.com/channel/UCYeENx_0199_qGXQaK4G3cg?				Impact-S.fr	339	impacts_media	mediaimpacts		.../la-part-du-colibri
258	https://iparraldekohitza.eus			iparraldekohitza.eus	https://www.youtube.com/channel/UCKKv6nryFiCiqkU1mGHMwVw				Iparraldekohitza.eus	364	iehkohitza	ipareuskalherrikohitza		
259	https://islamisation.fr	observatoire-de-lislamisation	islamisationfr						Islamisation.fr	368	islamisationfr	watch		
260	https://issues.fr		issuesfr	issues.fr	https://www.youtube.com/channel/UC4x-eidKaYD_Fikp2iIAX1A				Issues.fr	369	issuesfr	issuesmedia		
261	https://jeune-nation.com	jeunenationinfos	jeunenation	jeune-nation.com	https://www.youtube.com/channel/UCQ3Hc1Jief2ZiLSYfEeIiVA				Jeune-Nation.com	374	yvan_benedetti	jeunenationinfos		
262	https://kaizen-magazine.com	kaizenmagazine	kaizenmag	kaizen-magazine.com	https://www.youtube.com/channel/UCytwyNChE0Rz3ispq8QNVxw/videos				Kaizen-Magazine.com	387	kaizenmag	kaizenmagazine		.../kaizen-explorateur-de-solutions-ecologiques-et-sociales
263	https://komodo.tv	komodowebtv	komodo_tv						Komodo.tv	391	komodo_tv	komodowebtv		
264	https://korben.info	manueldorne	korben	korben00	https://www.youtube.com/user/korben00				Korben.info	394	korben	manueldorne		
265	https://la-bas.org	labassijysuis	labasofficiel						La-Bas.org	396	labasofficiel	labassijysuis		
266	https://la-chronique-agora.com	lachroniqueagora	lcagora	watch?v=hb4g6yz39ye	https://www.youtube.com/watch?v=Hb4g6YZ39YE				La-Chronique-Agora.com	397	lcagora	lachroniqueagora		
267	https://labogue.info								Labogue.info	404				
268	https://labrique.net								Labrique.net	405				
269	https://lagedefaire-lejournal.fr								Lagedefaire-Lejournal.fr	420	lagedefaire	lagedefairelejournal		
270	https://laicites.info	laicites	laicitesinfo						Laicites.info	421	laicitesinfo	laicites		.../la%c3%afcites-presse
271	https://lapieuvredumidi.com								Lapieuvredumidi.com	441				
272	https://laplainedesvosgesinfo.fr	jevoislavieenvosges	vosgesinfo88	laplainedesvosgesinfo.fr	https://www.youtube.com/channel/UCtvWBTfXM-JNSZHr-OM72zA				Laplainedesvosgesinfo.fr	442	vosgesinfo88	laplainedesvosges		
273	https://lareclame.fr	lareclame.fr	lareclame						Lareclame.fr	450	lareclame	lareclame.fr		
274	https://lareleveetlapeste.fr	lareleveetlapeste	larelevelapeste						Lareleveetlapeste.fr	451	larelevelapeste	lareleveetlapeste		
275	https://larotative.info								Larotative.info	458				
276	https://lasetmana.fr								Lasetmana.fr	469				
277	https://le-drone.com	ledrone	thedronedotcom	thedronewebsite	https://www.youtube.com/user/theDRONEwebsite				Le-Drone.com	488	thedronedotcom	ledrone		
278	https://le1hebdo.fr	le1hebdo	le1hebdo						Le1hebdo.fr	494	le1hebdo	le1hebdo		
279	https://leblogalupus.com	100000275776102	leblogalupus	watch?v=dtuh2ysflvu	http://www.youtube.com/watch?v=dtUH2YSFlVU				Leblogalupus.com	496	leblogalupus	100000275776102		
280	https://leco.playbacpresse.fr								leco.Playbacpresse.fr	796				
281	https://ledesk.ma	ledesk.ma	ledesk_ma						Ledesk.ma	515	ledesk_ma	ledesk.ma		
282	https://ledoc-info.com	ledocinfo	ledoc34						Ledoc-Info.com	517	ledoc34	ledocinfo		.../ledoc
283	https://lejournaldeleco.fr								Lejournaldeleco.fr	532				
284	https://lejournaldusiecle.com								Lejournaldusiecle.com	540				
285	https://lemediapresse.fr	sharer.php?u=https%3a%2f%2flemediapresse.fr&t=le%20m%c3%a9dia		lemediapresse.fr	https://www.youtube.com/channel/UCT67YOMntJxfRnO_9bXDpvw				Lemediapresse.fr	546	jeromelambert16	lemediaofficiel		sharearticle ?mini=true&url=https%3a%2f%2flemediapresse.fr&title=le%20media
286	https://lepetitquotidien.playbacpresse.fr								lepetitquotidien.Playbacpresse.fr	797				
287	https://lepoing.net	lepoinginfo	lepoinginfo						Lepoing.net	571	lepoinginfo	lepoinginfo		
288	https://lepressoir-info.org								Lepressoir-Info.org	576				
289	https://lequatreheures.com								Lequatreheures.com	578	lequatreh	lequatreheures		
290	https://lesakerfrancophone.fr			lesakerfrancophone.fr	https://www.youtube.com/channel/UCAR5RuPpdE9FAJTwnhfEnUw				Lesakerfrancophone.fr	593		le-saker-francophone-2273992059548024		
291	https://lesautrespossibles.fr	lemapnantes	autrespossibles						Lesautrespossibles.fr	596	autrespossibles	lemapnantes		
292	https://lesavoirperdudesanciens.com	lesavoirperdudesanciens							Lesavoirperdudesanciens.com	597		lesavoirperdudesanciens		
293	https://lesbrindherbes.org								Lesbrindherbes.org	598				
294	https://leseconoclastes.fr	leseconoclastes	fileconoclastes						Leseconoclastes.fr	602	ncheron_bourse	leseconoclastes		
295	https://lesjours.fr	lesjoursfr	lesjoursfr	lesjours.fr	https://www.youtube.com/channel/UC1_4I-XQJL0NqfxOTvU5_JA				Lesjours.fr	604	lesjoursfr	lesjoursfr		.../les-jours
296	https://lesmoutonsenrages.fr			lesmoutonsenrages.fr	https://www.youtube.com/channel/UCmmABR5AlyLaQSINGa0Pz5Q				Lesmoutonsenrages.fr	605				
297	https://lesmoutonsrebelles.com								Lesmoutonsrebelles.com	606				
298	https://lesobservateurs.ch								Lesobservateurs.ch	609	observateursch	lesobservateurs.ch		
299	https://limportant.fr	limportant.fr	?page=twitter-stream						Limportant.fr	636	limportant_fr	limportant.fr		sharearticle ?mini=true&url=https%3a%2f%2flimportant.fr%2finfos-planete%2f56%2f514864
300	https://lopinion.com	lopinion-ind%c3%a9pendante	***						Lopinion.com	648				
301	https://lundi.am	lundimat1	lundimat1	lundi.am	https://www.youtube.com/channel/UC2wrXSZMid7OiCVwCfVpHiA				Lundi.am	653	lundimat1	lundimat1		
302	https://lvsl.fr	lvslmedia	lvslmedia	lvsl.fr	https://www.youtube.com/channel/UCNsyUg9n7TB365g4n13UOIg				Lvsl.fr	660	lvslmedia	lvslmedia		
303	https://lyon.citycrunch.fr								lyon.Citycrunch.fr	143	lyoncitycrunch	lyon.citycrunch		
304	https://lyon.familycrunch.fr								lyon.Familycrunch.fr	250	lyonfamily	lyon.familycrunch		
305	https://madeinmarseille.net								Madeinmarseille.net	666	mademarseille	mademarseillenet		.../made-in-marseille
306	https://madeinperpignan.com	madeinperpignan	madeinperpi						Madeinperpignan.com	667	madeinperpi	madeinperpignan		
307	https://maitre-eolas.fr	permalink.php?story_fbid=480376398984899&id=100010376285367&pnref=story	judge_marie	epenser1	https://www.youtube.com/user/epenser1				Maitre-Eolas.fr	672	mlp_officiel			
308	https://manif-est.info								Manif-Est.info	676				
309	https://mars-infos.org								Mars-Infos.org	682				
310	https://marsactu.fr		marsactu						Marsactu.fr	683	marsactu	marsactu		.../marsactu
311	https://medialibre.info								Medialibre.info	687				
312	https://mediaslibres.org								Mediaslibres.org	691				
313	https://medor.coop	medormag	medor_mag						Medor.coop	693	medor_mag	medormag		
314	https://melenchon.fr	jlmelenchon	jlmelenchon	placeaupeuple	https://www.youtube.com/user/PlaceauPeuple				Melenchon.fr	694	jlmelenchon	jlmelenchon		.../jlmelenchon
315	https://menace-theoriste.fr	menace.theoriste	tronchebiais	troncheenbiais	https://www.youtube.com/user/TroncheEnBiais				Menace-Theoriste.fr	697	tronchebiais	thetroncheenbiais		
316	https://meta.tv	metatv.org	metatvfrance	meta.tv	https://www.youtube.com/channel/UCrCigIUvNqn_HNpzjeHR-Mw				Meta.tv	700	metatvfrance	metatv.org		
317	https://michelonfray.com								Michelonfray.com	702				
318	https://mondafrique.com	mondafrique	mondafrique						Mondafrique.com	709	mondafrique	mondafrique		
319	https://mrmondialisation.org	m.mondialisation	mondi_alisation	mrmondialisation	https://www.youtube.com/user/MrMondialisation				Mrmondialisation.org	717	mondi_alisation	m.mondialisation		
320	https://nordpresse.be		nordpresse						Nordpresse.be	736	nordpresse	nordpressed		
321	https://objectif-languedoc-roussillon.latribune.fr	objectif-languedoc-roussillon	latribunemtp						objectif-languedoc-roussillon.Latribune.fr	472	latribunemtp			.../latribunemontpellier
322	https://oip.org	oipsf	oip_sectionfr						Oip.org	758	oip_sectionfr	oipsf		
323	https://orientxxi.info	médias-indépendants-sur-le-monde-arabe-إعلام-مستقل-من-العالم-العربي-302765110063105	orientxxi	orientxxi.info	https://www.youtube.com/channel/UCldDz3L_CjjsVUghgtmd-AQ/featured				Orientxxi.info	765	orientxxi	orientxxi		sharearticle ?url=https%3a%2f%2forientxxi.info%2fmagazine%2frecits-de-palestiniens-dans-les-prisons-israeliennes%2c3458&source=orientxxi.info
324	https://paris-luttes.info								Paris-Luttes.info	774				
325	https://poivron.org								Poivron.org	801				
326	https://polony.tv								Polony.tv	806				
327	https://portail.centrefrance.com								portail.Centrefrance.com	127				
328	https://positivr.fr	positivr.fr	thepositivr	thepositivr	https://www.youtube.com/user/thepositivr				Positivr.fr	807	thepositivr	positivr.fr		.../positivr-in
329	https://present.fr		journalpresent						Present.fr	811	journalpresent			
330	https://pressegalactique.com								Pressegalactique.com	816				
331	https://professeur-joyeux.com	prjoyeux	prjoyeux	prhenrijoyeux	https://www.youtube.com/user/PrHenriJoyeux				Professeur-Joyeux.com	818	prjoyeux	prjoyeux		.../famillessanteprevention
332	https://projetutopia.info								Projetutopia.info	822				
333	https://qg.media	quartiergeneralmedia	libreqg	qg.media	https://www.youtube.com/channel/UCCDPdHuBGfjMxlM3xZANgGQ				Qg.media	828	libreqg	quartiergeneralmedia		
334	https://quoidansmonassiette.fr								Quoidansmonassiette.fr	831	t_fiolet			.../thibault-fiolet
335	https://radioparleur.net	radioparleur	radioparleur	radioparleur.net	https://www.youtube.com/channel/UCxjM6SLm5DoZKEQXoj3YvOA				Radioparleur.net	838	radioparleur	radioparleur		
336	https://rapportsdeforce.fr	rapports2force	rapportsdeforce						Rapportsdeforce.fr	840	rapportsdeforce	rapports2force		
337	https://rcf.fr		mgrgiraud						Rcf.fr	842	radiorcf			
338	https://rebellyon.info								Rebellyon.info	845				
339	https://reflets.info								Reflets.info	846				
340	https://reimsmediaslibres.info								Reimsmediaslibres.info	850				
341	https://reinformation.tv								Reinformation.tv	851	reinformationtv			
342	https://renaissancelochoise.com								Renaissancelochoise.com	853				
343	https://renverse.co								Renverse.co	854				
344	https://reporterre.net	reporterrequotidiendelecologie	reporterre	reporterre.net	https://www.youtube.com/channel/UCDn6zvBZNEWUv44xjgELicA				Reporterre.net	858	reporterre	reporterrequotidiendelecologie		.../reporterre
345	https://reseauinternational.net	109824699195267	reseau_internat	reseauinternational.net	https://www.youtube.com/channel/UCqM2KCivU8WXj1_FWqoxlDg				Reseauinternational.net	860	reseau_internat	109824699195267		sharearticle ?mini=true&url=https%3a%2f%2freseauinternational.net%2fdecouvrez-la-societe-liee-aux-services-de-renseignements-israeliens-qui-utilise-lia-pour-etablir-le-profil-des-americains-et-orienter-la-politique-de-confinement-des-etats-unis%2f&title=decouvrez%2bla%2bsociete%2bliee%2baux%2bservices%2bde%2brenseignements%2bisraeliens%2bqui%2butilise%2bletrsquo%3bia%2bpour%2betablir%2ble%2bprofil%2bdes%2bamericains%2bet%2borienter%2bla%2bpolitique%2bde%2bconfinement%2bdes%2b%c3%89tats-unis
346	https://reseaumutu.info								Reseaumutu.info	861				
347	https://revolutionvibratoire.fr		revolvibratoire	revolutionvibratoire.fr	https://www.youtube.com/channel/UC_Bi0PTuGgOAxljcwqC8cWQ				Revolutionvibratoire.fr	868	revolvibratoire	herve.gaia.999		
348	https://revuefiduciaire.grouperf.com	groupe-revue-fiduciaire	grouperf						revuefiduciaire.Grouperf.com	299	grouperf			.../groupe-revue-fiduciaire
349	https://revuelimite.fr								Revuelimite.fr	874				
350	https://rezo.net								Rezo.net	876				
351	https://rhonealpesinfo.fr	siterhonealpesinfo	724697081890390018						Rhonealpesinfo.fr	878	724697081890390018	siterhonealpesinfo		
352	https://ripostelaique.com								Ripostelaique.com	879				
353	https://rsf.org		rsf_net	rsfinternet	https://www.youtube.com/user/RSFinternet				Rsf.org	884	rsf_europe	reporterssansfrontieres		.../reporters-without-borders
354	https://rue89bordeaux.com	rue89bordeaux	rue89bordeaux						Rue89bordeaux.com	890	rue89bordeaux	rue89bordeaux		
355	https://saintdieinfo.fr	jevoislavieenvosges	vosgesinfo88	saintdieinfo.fr	https://www.youtube.com/channel/UCtvWBTfXM-JNSZHr-OM72zA				Saintdieinfo.fr	896	vosgesinfo88	saintdieinfofr		
356	https://sciencepost.fr	sciencepost.fr							Sciencepost.fr	911		sciencepost.fr		
357	https://semaineduminervois.com	la-semaine-du-minervois-959101670959470	sduminervois						Semaineduminervois.com	915	sduminervois	la-semaine-du-minervois-959101670959470		
358	https://signauxfaibles.co		signaux_faibles	watch?v=dejevul9-7c	https://www.youtube.com/watch?v=dejeVuL9-7c				Signauxfaibles.co	918	signaux_faibles	signauxfaibles		
359	https://stopmensonges.com	ici9maintenant	stopmensonges	stopmensonges.com	https://www.youtube.com/channel/UCHy8kwF57Kh-YflbJ0WsMoA				Stopmensonges.com	934				
360	https://taranis.news	taranisnews	taranisnews	taranisnews	http://www.youtube.com/taranisnews				Taranis.news	944	taranisnews	taranisnews		
361	https://tariqramadan.com	official.tariqramadan	tariqramadan						Tariqramadan.com	945	tariqramadan	official.tariqramadan		
362	https://telebocal.org								Telebocal.org	949				
363	https://tellementsoif.tv								Tellementsoif.tv	956				
364	https://tetu.com	tetumag	tetumag	tetu.com	https://www.youtube.com/channel/UCVilnWqy31hN6Dz9VWeqt1A				Tetu.com	965				
365	https://theconversation.com/fr	theconversationfrance	fr_conversation						Theconversation.com /fr	967	fr_conversation	theconversationfrance		
366	https://tribunedelyon.fr	tribunedelyon	tribunedelyon						Tribunedelyon.fr	984	tribunedelyon	tribunedelyon		
367	https://trustmyscience.com	trustmyscience	trustmyscience	trustmyscience	https://www.youtube.com/trustmyscience				Trustmyscience.com	985	trustmyscience	trustmyscience		
368	https://tv-programme.com								Tv-Programme.com	988				
369	https://usbeketrica.com								Usbeketrica.com	1000	usbeketrica	usbeketrica		.../usbek-et-rica
370	https://varazur-tv.fr								Varazur-Tv.fr	1004	varazur_	varazurtv		
371	https://viaoccitanie.tv	viaoccitanie	viaoccitanietv						Viaoccitanie.tv	1007	viaoccitanietv	viaoccitanie		
372	https://vsd.fr	vsdmag	vsdmag						Vsd.fr	1019	vsdmag	vsdmag		
373	https://wanted-pedo.com								Wanted-Pedo.com	1021	intent	sharer		
374	https://wikiagri.fr								Wikiagri.fr	1026				
375	https://www.01net.com	01net	01net						01net.com	4	01net	01net		
376	https://www.18dumois.info	le18edumois	le18edumois						18dumois.info	5	le18edumois	le18edumois		
377	https://www.1jour1actu.com	1jour1actu	1jour1actu						1jour1actu.com	1	1jour1actu	1jour1actu	milanecoles	
378	https://www.20min.ch/ro/								20min.ch /ro	3				
379	https://www.20minutes.fr/	20minutes	20minutes	20minutes.fr	https://www.youtube.com/channel/UCD25QI36ly-8hWm9OPOz7aw				20minutes.fr					
380	https://www.24heures.ch	24heures.ch	24heuresch	24heures.ch	https://www.youtube.com/channel/UCM_qQbU6ZHF4a50i5QhGqiQ				24heures.ch	8	24heuresch	24heures.ch		.../24-heures
381	https://www.24matins.fr		24matins						24matins.fr	7	24matins			
382	https://www.360m2.fr								360m2.fr	11				
383	https://www.37degres-mag.fr	37degresmag	37degresmag						37degres-Mag.fr	12	37degresmag	37degresmag		
384	https://www.4emesinge.com								4emesinge.com	14				
385	https://www.60millions-mag.com	60millionsdeconsommateurs	60millions						60millions-Mag.com	15	60millions	60millionsdeconsommateurs		
386	https://www.6play.fr	6play	6play						6play.fr	16	6play	6play		
387	https://www.6play.fr/m6	6play	6play						6play.fr /m6	17	6play	6play		
388	https://www.acrimed.org	acrimed-action-critique-m%c3%a9dias	acrimed_info						Acrimed.org	21	acrimed_info			
389	https://www.acteurspublics.com	acteurspublics	acteurspublics						Acteurspublics.com	22				
390	https://www.acteurspublics.fr	acteurspublics	acteurspublics						Acteurspublics.fr	23	acteurspublics	acteurspublics		.../acteurspublics
391	https://www.actionfrancaise.net	action.francaise.restauration.nationale	actionfrancaise						Actionfrancaise.net	25	actionfrancaise	action.francaise.restauration.nationale		
392	https://www.aerospatium.info	aerospatium	aerospatium						Aerospatium.info	27	aerospatium	aerospatium		.../aerospatium
393	https://www.affiches-parisiennes.com	affichesparisiennes	annonce_legales						Affiches-Parisiennes.com	28	annonce_legales	affichesparisiennes		.../affiches-parsiennes
394	https://www.africaintelligence.fr		lettrecontinent						Africaintelligence.fr	30	lettrecontinent			.../africa-intelligence
395	https://www.agefi.fr	agefi	agefifrance						Agefi.fr	32	garabedianalex	agefi		.../lagefi
396	https://www.agoravox.fr	agoravox	agoravox						Agoravox.fr	31	agoravox	agoravox		
397	https://www.agoravox.tv	agoravox	agoravox						Agoravox.tv	36	agoravox	agoravox		
398	https://www.agri79.fr	agri79info	agri79info	agri79.fr	https://www.youtube.com/channel/UCfVpfyRuHr8gMGVJIbSXEuA				Agri79.fr	38	agri79info	agri79info		
399	https://www.agriculteur-charentais.fr								Agriculteur-Charentais.fr	40				
400	https://www.agriculture-dromoise.fr	lagriculture-dr%c3%b4moise							Agriculture-Dromoise.fr	41				
401	https://www.air-cosmos.com		airetcosmos						Air-Cosmos.com	42	airetcosmos	199653943429833		.../air-et-cosmos
402	https://www.aisnenouvelle.fr	aisnenouvelle	aisnenouvelle						Aisnenouvelle.fr	43	aisnenouvelle	aisnenouvelle		
403	https://www.ajplus.net/francais	ajplusfrancais	ajplusfrancais	ajplussaha	https://www.youtube.com/ajplussaha				Ajplus.net /francais	44	hashtag	ajplusfrancais		
404	https://www.alterinfo.net								Alterinfo.net	49				
405	https://www.alternatives-economiques.fr	alternativeseconomiques	altereco_						Alternatives-Economiques.fr	54	altereco_	alternativeseconomiques		.../alternatives-economiques
406	https://www.ami-hebdo.com	amihebdo	amihebdo						Ami-Hebdo.com	50	amihebdo	amihebdo		.../ami-hebdo
407	https://www.apost.com/fr								Apost.com /fr	55				
408	https://www.arretsurimages.net	arretsurimages.net	arretsurimages						Arretsurimages.net	57				
409	https://www.arte.tv	arteenglish	arteen	arte.tv	https://www.youtube.com/channel/UCVogAsASqbceBmQMi1WA39g				Arte.tv	59	arteen	arteenglish		
410	https://www.arteradio.com	arteradio	arte_radio	arteradio.com	https://www.youtube.com/channel/UCbGOiY3MeW2qHuZl2irxw9Q				Arteradio.com	68	arte_radio	arteradio		
411	https://www.astucesnaturelles.net	astucesnaturellesmag							Astucesnaturelles.net	61		astucesnaturellesmag		
412	https://www.atlantico.fr	atlanticofr	atlantico_fr						Atlantico.fr	62	atlantico_fr			.../atlantico
413	https://www.aufeminin.com	aufeminin	aufeminin	aufeminintv	https://www.youtube.com/user/aufemininTV				Aufeminin.com	64			aufeminin	
414	https://www.autojournal.fr	autojournal	autojournalmag						Autojournal.fr	65	autojournalmag	autojournal		
415	https://www.autoplus.fr								Autoplus.fr	66	autoplusmag	autoplus.fr		
416	https://www.avivremagazine.fr	editionavivre	a_vivre						Avivremagazine.fr	72	a_vivre	editionavivre		
417	https://www.ayoye.com	ayoye.co							Ayoye.com	80		ayoye.co		
418	https://www.azur-tv.fr								Azur-Tv.fr	74	azurtv_	azurtv		
419	https://www.bastamag.net	basta-site-dinformation-sur-les-luttes-environnementales-et-sociales	bastamag	watch?v=vasyweuqfd8	https://www.youtube.com/watch?v=VASywEuqFd8				Bastamag.net	76	bastamag			
420	https://www.batirama.com	batirama	batirama	batiramatv	https://www.youtube.com/user/BatiramaTV				Batirama.com	78	batirama	batirama		.../fabienne-leroy-57745511b
421	https://www.batiweb.com								Batiweb.com	79				
422	https://www.be.com	be.laruche	belaruche	be	https://www.youtube.com/user/be				Be.com	81	belaruche	be.laruche	belaruche	
423	https://www.bfmtv.com	bfmtv	bfmtv	bfmtv	https://www.youtube.com/user/BFMTV				Bfmtv.com	82	bfmtv	bfmtv		
424	https://www.bibamagazine.fr								Bibamagazine.fr	83	bibamagazine	bibamagazine		
425	https://www.bienpublic.com	bienpublic21	lebienpublic						Bienpublic.com	84	lebienpublic	bienpublic21		
426	https://www.biesheimtv.fr								Biesheimtv.fr	85	home			
427	https://www.bondyblog.fr	bondyblog.fr	lebondyblog	bondyblogvideos	https://www.youtube.com/user/bondyblogvideos				Bondyblog.fr	88	lebondyblog	bondyblog.fr		
428	https://www.bonjour-pantin.fr	bonjourpantin	bonjour_pantin						Bonjour-Pantin.fr	116	bonjour_pantin	bonjourpantin		
429	https://www.booska-p.com	booskapcom	booska_p	booskap91/videos	https://www.youtube.com/user/Booskap91/videos				Booska-P.com	118	booska_p	booskapcom		
430	https://www.boudulemag.com	boudumensuel	boudumensuel						Boudulemag.com	91	boudumensuel	boudumensuel		
431	https://www.bourgognemagazine.com	incomdijon	bourgognemagoff	bourgognemagazine.com	https://www.youtube.com/channel/UC0JvXUJWwosDRsyjsaoIO4Q				Bourgognemagazine.com	92	bourgognemagoff	incomdijon		
432	https://www.boursorama.com	boursorama-132746953466063	boursorama	boursorama.com	https://www.youtube.com/channel/UCnJ8fyizHQi6A_5_5Im7cVA				Boursorama.com	94	boursorama	boursorama-132746953466063		
433	https://www.brefeco.com	brefeco	brefeco						Brefeco.com	95	brefeco	brefeco		.../bref-eco
434	https://www.breizh-info.com	breizhinformation	breizh_info	breizhinformation/videos	https://www.youtube.com/user/Breizhinformation/videos				Breizh-Info.com	97	breizh_info	breizhinformation		
435	https://www.brief.me								Brief.me	99				
436	https://www.brochuresenligne.com	brochuresenligne-112766515407580							Brochuresenligne.com	100		brochuresenligne-112766515407580	brochureenligne	
437	https://www.brut.media/fr								Brut.media /fr	101				
438	https://www.bugeycotiere.fr	journaldubugey	journaldubugey						Bugeycotiere.fr	102	journaldubugey	journaldubugey		
439	https://www.bulletindespalion.fr								Bulletindespalion.fr	103				
440	https://www.businessbourse.com/en/	10203933357933291							Businessbourse.com /en	104				
441	https://www.businessimmo.com	businessimmo	businessimmo						Businessimmo.com	105	businessimmo	businessimmo		.../business-immo-group
442	https://www.businessinsider.fr	businessinsiderfrance	bifrance						Businessinsider.fr	106	bifrance	businessinsiderfrance		.../business-insider-france
443	https://www.buzzarena.com	buzzarena	buzzarenafr						Buzzarena.com	107	buzzarenafr	buzzarena		
444	https://www.bvoltaire.fr	bvoltaire.fr	bvoltaire	bvoltaire.fr	https://www.youtube.com/channel/UCx9ygIxPfYR05kY92KzvbvA				Bvoltaire.fr	110	bvoltaire	bvoltaire.fr		
445	https://www.cadredeville.com								Cadredeville.com	112				
446	https://www.caducee.net								Caducee.net	113	caducee_net	caduceenet		sharearticle ?mini=true&url=https%3a%2f%2fwww.caducee.net%2f&title=actualiteteacute%3b%2bet%2boffres%2bdet%23039%3bemploi%2bmeteacute%3bdecin%2c%2binfirmier%2c%2bannonces%2ben%2bimmobilier%2bmeteacute%3bdical
447	https://www.canardpc.com	canardpcmagazine	canardpcredac	canardpc.com	https://www.youtube.com/channel/UCFe-p93CVJ13v3GM0hIzYNg				Canardpc.com	119	canardpcredac	canardpcmagazine		
448	https://www.capital.fr	capital.fr	magazinecapital						Capital.fr	120	magazinecapital	capital.fr		.../capital-fr
449	https://www.cardiologie-pratique.com	cardiologie-pratique	cardiologie_fr						Cardiologie-Pratique.com	121	cardiologie_fr	cardiologie-pratique		
450	https://www.causette.fr	causette	causettelemag						Causette.fr	132	causettelemag	causette		
451	https://www.causeur.fr	causeur	causeur	causeur.fr	https://www.youtube.com/channel/UCLSoWZjCGrdZo7ltIR3lEHg				Causeur.fr	123	causeur	causeur		
452	https://www.cbnews.fr	cbnews	cb_news						Cbnews.fr	124	cb_news	cbnews		.../cb-news
453	https://www.centre-presse.fr	centrepresse	centre_presse						Centre-Presse.fr	126	centre_presse	centrepresse		
454	https://www.centrepresseaveyron.fr	centrepresseaveyron	cpaveyron						Centrepresseaveyron.fr	128	cpaveyron	centrepresseaveyron		
455	https://www.cesoirtv.com								Cesoirtv.com	130				
456	https://www.cession-commerce.com								Cession-Commerce.com	131				
457	https://www.challenges.fr	challenges	challenges						Challenges.fr	133	challenges	challenges		.../80846
458	https://www.charentelibre.fr	charente-libre	charentelibre						Charentelibre.fr	134	charentelibre			
459	https://www.chine-magazine.com	chinemagazine		chine-magazine.com	https://www.youtube.com/channel/UC9Xn7i9qOOt3rXl06LCF_mA				Chine-Magazine.com	136	chinemagazine	chinemagazine	chinemagazine	
460	https://www.christianophobie.fr	christianophobie	christianophobi						Christianophobie.fr	138	christianophobi	christianophobie		
461	https://www.chron.com	chroncom	houstonchron	chron.com	https://www.youtube.com/channel/UCnqTK-gPZiJ7hlT4xyvMQ0g				Chron.com	139	houstonchron	chroncom	houstonchron	.../9779
462	https://www.clicanoo.re	clicanoo	clicanoore	clicanoo.re	https://www.youtube.com/channel/UC066ZLZxX7S0UyKJB5nDR_Q				Clicanoo.re	145	clicanoore	clicanoo		
463	https://www.closermag.fr	closerfrance	closerfr						Closermag.fr	146	closerfr	closerfrance	closerfr	
464	https://www.clubic.com	clubic	clubicbonsplans	clubic	https://www.youtube.com/user/Clubic				Clubic.com	151	clubicbonsplans	clubic		.../clubic
465	https://www.cnews.fr	cnewsofficiel	cnews						Cnews.fr	147	cnews	cnewsofficiel		
466	https://www.commentcamarche.net/								commentcamarche.net					
467	https://www.confidentielles.com	confidentielles	confidentielles						Confidentielles.com	153	confidentielles	confidentielles		
468	https://www.connaissancedesarts.com	cdesarts	cdesarts						Connaissancedesarts.com	152	cdesarts	cdesarts		
469	https://www.consoglobe.com	consoglobecom-consommer-mieux-vivre-mieux-							Consoglobe.com	155				
